tconst,primaryTitle,numVotes,averageRating,startYear,genre,yearRange
tt0758758,Into the Wild,575852,8.1,2007,Biography,2000 - 2010
tt0395169,Hotel Rwanda,335555,8.1,2004,Biography,2000 - 2010
tt1028532,Hachi: A Dog's Tale,255164,8.1,2009,Biography,2000 - 2010
tt0454921,The Pursuit of Happyness,451394,8.0,2006,Biography,2000 - 2010
tt1220719,Ip Man,212047,8.0,2008,Biography,2000 - 2010
tt0352248,Cinderella Man,176767,8.0,2005,Biography,2000 - 2010
tt0245429,Spirited Away,656701,8.6,2001,Animation,2000 - 2010
tt0910970,WALL-E,1005050,8.4,2008,Animation,2000 - 2010
tt1049413,Up,940552,8.2,2009,Animation,2000 - 2010
tt0347149,Howl's Moving Castle,336990,8.2,2004,Animation,2000 - 2010
tt0266543,Finding Nemo,953737,8.1,2003,Animation,2000 - 2010
tt0198781,"Monsters, Inc.",819619,8.1,2001,Animation,2000 - 2010
tt0978762,Mary and Max,165144,8.1,2009,Animation,2000 - 2010
tt0317705,The Incredibles,659745,8.0,2004,Animation,2000 - 2010
tt0382932,Ratatouille,645081,8.0,2007,Animation,2000 - 2010
tt0432283,Fantastic Mr. Fox,201459,7.9,2009,Animation,2000 - 2010
tt0167260,The Lord of the Rings: The Return of the King,1650871,8.9,2003,Adventure,2000 - 2010
tt0120737,The Lord of the Rings: The Fellowship of the Ring,1670192,8.8,2001,Adventure,2000 - 2010
tt0167261,The Lord of the Rings: The Two Towers,1492927,8.7,2002,Adventure,2000 - 2010
tt0245429,Spirited Away,656701,8.6,2001,Adventure,2000 - 2010
tt0172495,Gladiator,1348270,8.5,2000,Adventure,2000 - 2010
tt0910970,WALL-E,1005050,8.4,2008,Adventure,2000 - 2010
tt0361748,Inglourious Basterds,1276172,8.3,2009,Adventure,2000 - 2010
tt1049413,Up,940552,8.2,2009,Adventure,2000 - 2010
tt0347149,Howl's Moving Castle,336990,8.2,2004,Adventure,2000 - 2010
tt0372784,Batman Begins,1314259,8.2,2005,Adventure,2000 - 2010
tt0468569,The Dark Knight,2315682,9.0,2008,Action,2000 - 2010
tt0167260,The Lord of the Rings: The Return of the King,1650871,8.9,2003,Action,2000 - 2010
tt0120737,The Lord of the Rings: The Fellowship of the Ring,1670192,8.8,2001,Action,2000 - 2010
tt0167261,The Lord of the Rings: The Two Towers,1492927,8.7,2002,Action,2000 - 2010
tt0172495,Gladiator,1348270,8.5,2000,Action,2000 - 2010
tt0364569,Oldboy,518543,8.4,2003,Action,2000 - 2010
tt0372784,Batman Begins,1314259,8.2,2005,Action,2000 - 2010
tt0434409,V for Vendetta,1036939,8.2,2005,Action,2000 - 2010
tt0266697,Kill Bill: Vol. 1,1005602,8.1,2003,Action,2000 - 2010
tt0378194,Kill Bill: Volume 2,687046,8.0,2004,Action,2000 - 2010
tt0105695,Unforgiven,377647,8.2,1992,Western,1990 - 2000
tt0099348,Dances with Wolves,241413,8.0,1990,Western,1990 - 2000
tt0120815,Saving Private Ryan,1242566,8.6,1998,War,1990 - 2000
tt0120863,The Thin Red Line,173481,7.6,1998,War,1990 - 2000
tt0110322,Legends of the Fall,150133,7.6,1994,War,1990 - 2000
tt0116209,The English Patient,179439,7.4,1996,War,1990 - 2000
tt0102926,The Silence of the Lambs,1279064,8.6,1991,Thriller,1990 - 2000
tt0114814,The Usual Suspects,995952,8.5,1995,Thriller,1990 - 2000
tt0105236,Reservoir Dogs,923346,8.3,1992,Thriller,1990 - 2000
tt0113277,Heat,580778,8.2,1995,Thriller,1990 - 2000
tt0167404,The Sixth Sense,914899,8.1,1999,Thriller,1990 - 2000
tt0116282,Fargo,620603,8.1,1996,Thriller,1990 - 2000
tt0114746,12 Monkeys,580547,8.0,1995,Thriller,1990 - 2000
tt0102138,JFK,142755,8.0,1991,Thriller,1990 - 2000
tt0106519,Carlito's Way,201919,7.9,1993,Thriller,1990 - 2000
tt0119174,The Game,346822,7.8,1997,Thriller,1990 - 2000
tt0118715,The Big Lebowski,735907,8.1,1998,Sport,1990 - 2000
tt0116483,Happy Gilmore,198530,7.0,1996,Sport,1990 - 2000
tt0146838,Any Given Sunday,112449,6.9,1999,Sport,1990 - 2000
tt0120484,The Waterboy,149563,6.2,1998,Sport,1990 - 2000
tt0100507,Rocky V,127630,5.3,1990,Sport,1990 - 2000
tt0133093,The Matrix,1685797,8.7,1999,Sci-Fi,1990 - 2000
tt0103064,Terminator 2: Judgment Day,999629,8.5,1991,Sci-Fi,1990 - 2000
tt0107290,Jurassic Park,872054,8.1,1993,Sci-Fi,1990 - 2000
tt0114746,12 Monkeys,580547,8.0,1995,Sci-Fi,1990 - 2000
tt0119177,Gattaca,281845,7.8,1997,Sci-Fi,1990 - 2000
tt0119116,The Fifth Element,435775,7.7,1997,Sci-Fi,1990 - 2000
tt0118929,Dark City,188452,7.6,1998,Sci-Fi,1990 - 2000
tt0100802,Total Recall,303703,7.5,1990,Sci-Fi,1990 - 2000
tt0099088,Back to the Future Part III,407507,7.4,1990,Sci-Fi,1990 - 2000
tt0118884,Contact,255548,7.4,1997,Sci-Fi,1990 - 2000
tt0109830,Forrest Gump,1820817,8.8,1994,Romance,1990 - 2000
tt0118799,Life Is Beautiful,627430,8.6,1997,Romance,1990 - 2000
tt0119217,Good Will Hunting,866609,8.3,1997,Romance,1990 - 2000
tt0112471,Before Sunrise,274207,8.1,1995,Romance,1990 - 2000
tt0107048,Groundhog Day,582009,8.0,1993,Romance,1990 - 2000
tt0099487,Edward Scissorhands,449080,7.9,1990,Romance,1990 - 2000
tt0108399,True Romance,207863,7.9,1993,Romance,1990 - 2000
tt0106489,A Bronx Tale,128842,7.8,1993,Romance,1990 - 2000
tt0120338,Titanic,1051806,7.8,1997,Romance,1990 - 2000
tt0119822,As Good as It Gets,276878,7.7,1997,Romance,1990 - 2000
tt0114369,Se7en,1454343,8.6,1995,Mystery,1990 - 2000
tt0114814,The Usual Suspects,995952,8.5,1995,Mystery,1990 - 2000
tt0119488,L.A. Confidential,534433,8.2,1997,Mystery,1990 - 2000
tt0167404,The Sixth Sense,914899,8.1,1999,Mystery,1990 - 2000
tt0114746,12 Monkeys,580547,8.0,1995,Mystery,1990 - 2000
tt0119174,The Game,346822,7.8,1997,Mystery,1990 - 2000
tt0117381,Primal Fear,190916,7.7,1996,Mystery,1990 - 2000
tt0118929,Dark City,188452,7.6,1998,Mystery,1990 - 2000
tt0116922,Lost Highway,131858,7.6,1997,Mystery,1990 - 2000
tt0118971,The Devil's Advocate,333327,7.5,1997,Mystery,1990 - 2000
tt0107977,Robin Hood: Men In Tights,116673,6.7,1993,Musical,1990 - 2000
tt0105793,Wayne's World,144658,7.0,1992,Music,1990 - 2000
tt0120888,The Wedding Singer,135578,6.8,1998,Music,1990 - 2000
tt0103855,The Bodyguard,120397,6.3,1992,Music,1990 - 2000
tt0110148,Interview With the Vampire: The Vampire Chronicles,295836,7.5,1994,Horror,1990 - 2000
tt0106308,Army of Darkness,163206,7.5,1992,Horror,1990 - 2000
tt0103874,Bram Stoker's Dracula,193731,7.4,1992,Horror,1990 - 2000
tt0138704,Pi,170434,7.4,1998,Horror,1990 - 2000
tt0162661,Sleepy Hollow,333238,7.3,1999,Horror,1990 - 2000
tt0117571,Scream,288794,7.3,1996,Horror,1990 - 2000
tt0116367,From Dusk Till Dawn,288170,7.2,1996,Horror,1990 - 2000
tt0120611,Blade,246237,7.1,1998,Horror,1990 - 2000
tt0100814,Tremors,121016,7.1,1990,Horror,1990 - 2000
tt0119081,Event Horizon,160292,6.7,1997,Horror,1990 - 2000
tt0108052,Schindler's List,1219581,8.9,1993,History,1990 - 2000
tt0112573,Braveheart,963117,8.3,1995,History,1990 - 2000
tt0102138,JFK,142755,8.0,1991,History,1990 - 2000
tt0112384,Apollo 13,270694,7.6,1995,History,1990 - 2000
tt0138097,Shakespeare in Love,214687,7.1,1998,History,1990 - 2000
tt0120657,The 13th Warrior,116660,6.6,1999,History,1990 - 2000
tt0120689,The Green Mile,1155177,8.6,1999,Fantasy,1990 - 2000
tt0107048,Groundhog Day,582009,8.0,1993,Fantasy,1990 - 2000
tt0101414,Beauty And The Beast,418399,8.0,1991,Fantasy,1990 - 2000
tt0107688,The Nightmare Before Christmas,301181,8.0,1993,Fantasy,1990 - 2000
tt0099487,Edward Scissorhands,449080,7.9,1990,Fantasy,1990 - 2000
tt0120601,Being John Malkovich,313640,7.7,1999,Fantasy,1990 - 2000
tt0158983,"South Park: Bigger, Longer & Uncut",192501,7.7,1999,Fantasy,1990 - 2000
tt0109506,The Crow,167118,7.6,1994,Fantasy,1990 - 2000
tt0106308,Army of Darkness,163206,7.5,1992,Fantasy,1990 - 2000
tt0120789,Pleasantville,121837,7.5,1998,Fantasy,1990 - 2000
tt0101414,Beauty And The Beast,418399,8.0,1991,Family,1990 - 2000
tt0107688,The Nightmare Before Christmas,301181,8.0,1993,Family,1990 - 2000
tt0099785,Home Alone,490867,7.6,1990,Family,1990 - 2000
tt0120762,Mulan,258248,7.6,1998,Family,1990 - 2000
tt0120855,Tarzan,204982,7.3,1999,Family,1990 - 2000
tt0113497,Jumanji,310519,7.0,1995,Family,1990 - 2000
tt0107614,Mrs. Doubtfire,247082,7.0,1993,Family,1990 - 2000
tt0116583,The Hunchback of Notre Dame,142834,6.9,1996,Family,1990 - 2000
tt0117008,Matilda,130506,6.9,1996,Family,1990 - 2000
tt0107120,Hocus Pocus,103943,6.9,1993,Family,1990 - 2000
tt0111161,The Shawshank Redemption,2356275,9.3,1994,Drama,1990 - 2000
tt0110912,Pulp Fiction,1836473,8.9,1994,Drama,1990 - 2000
tt0108052,Schindler's List,1219581,8.9,1993,Drama,1990 - 2000
tt0137523,Fight Club,1865119,8.8,1999,Drama,1990 - 2000
tt0109830,Forrest Gump,1820817,8.8,1994,Drama,1990 - 2000
tt0099685,Goodfellas,1027253,8.7,1990,Drama,1990 - 2000
tt0118799,Life Is Beautiful,627430,8.6,1997,Drama,1990 - 2000
tt0114369,Se7en,1454343,8.6,1995,Drama,1990 - 2000
tt0102926,The Silence of the Lambs,1279064,8.6,1991,Drama,1990 - 2000
tt0120815,Saving Private Ryan,1242566,8.6,1998,Drama,1990 - 2000
tt0110912,Pulp Fiction,1836473,8.9,1994,Crime,1990 - 2000
tt0099685,Goodfellas,1027253,8.7,1990,Crime,1990 - 2000
tt0114369,Se7en,1454343,8.6,1995,Crime,1990 - 2000
tt0102926,The Silence of the Lambs,1279064,8.6,1991,Crime,1990 - 2000
tt0120689,The Green Mile,1155177,8.6,1999,Crime,1990 - 2000
tt0114814,The Usual Suspects,995952,8.5,1995,Crime,1990 - 2000
tt0110413,Léon: The Professional,1041316,8.5,1994,Crime,1990 - 2000
tt0105236,Reservoir Dogs,923346,8.3,1992,Crime,1990 - 2000
tt0113277,Heat,580778,8.2,1995,Crime,1990 - 2000
tt0120735,"Lock, Stock and Two Smoking Barrels",537479,8.2,1998,Crime,1990 - 2000
tt0118799,Life Is Beautiful,627430,8.6,1997,Comedy,1990 - 2000
tt0114709,Toy Story,892197,8.3,1995,Comedy,1990 - 2000
tt0120735,"Lock, Stock and Two Smoking Barrels",537479,8.2,1998,Comedy,1990 - 2000
tt0120382,The Truman Show,945969,8.1,1998,Comedy,1990 - 2000
tt0118715,The Big Lebowski,735907,8.1,1998,Comedy,1990 - 2000
tt0107048,Groundhog Day,582009,8.0,1993,Comedy,1990 - 2000
tt0103639,Aladdin,375252,8.0,1992,Comedy,1990 - 2000
tt0120363,Toy Story 2,529797,7.9,1999,Comedy,1990 - 2000
tt0109707,Ed Wood,165364,7.8,1994,Comedy,1990 - 2000
tt0120601,Being John Malkovich,313640,7.7,1999,Comedy,1990 - 2000
tt0108052,Schindler's List,1219581,8.9,1993,Biography,1990 - 2000
tt0099685,Goodfellas,1027253,8.7,1990,Biography,1990 - 2000
tt0112573,Braveheart,963117,8.3,1995,Biography,1990 - 2000
tt0107207,In the Name of the Father,157732,8.1,1993,Biography,1990 - 2000
tt0109707,Ed Wood,165364,7.8,1994,Biography,1990 - 2000
tt0140352,The Insider,160526,7.8,1999,Biography,1990 - 2000
tt0108358,Tombstone,127483,7.8,1993,Biography,1990 - 2000
tt0099077,Awakenings,126269,7.8,1990,Biography,1990 - 2000
tt0119008,Donnie Brasco,281237,7.7,1997,Biography,1990 - 2000
tt0125664,Man on the Moon,124539,7.4,1999,Biography,1990 - 2000
tt0110357,The Lion King,947544,8.5,1994,Animation,1990 - 2000
tt0119698,Princess Mononoke,345844,8.4,1997,Animation,1990 - 2000
tt0114709,Toy Story,892197,8.3,1995,Animation,1990 - 2000
tt0101414,Beauty And The Beast,418399,8.0,1991,Animation,1990 - 2000
tt0103639,Aladdin,375252,8.0,1992,Animation,1990 - 2000
tt0107688,The Nightmare Before Christmas,301181,8.0,1993,Animation,1990 - 2000
tt0129167,The Iron Giant,172819,8.0,1999,Animation,1990 - 2000
tt0113568,Ghost in the Shell,130027,8.0,1995,Animation,1990 - 2000
tt0120363,Toy Story 2,529797,7.9,1999,Animation,1990 - 2000
tt0158983,"South Park: Bigger, Longer & Uncut",192501,7.7,1999,Animation,1990 - 2000
tt0110357,The Lion King,947544,8.5,1994,Adventure,1990 - 2000
tt0119698,Princess Mononoke,345844,8.4,1997,Adventure,1990 - 2000
tt0114709,Toy Story,892197,8.3,1995,Adventure,1990 - 2000
tt0107290,Jurassic Park,872054,8.1,1993,Adventure,1990 - 2000
tt0103639,Aladdin,375252,8.0,1992,Adventure,1990 - 2000
tt0099348,Dances with Wolves,241413,8.0,1990,Adventure,1990 - 2000
tt0129167,The Iron Giant,172819,8.0,1999,Adventure,1990 - 2000
tt0120363,Toy Story 2,529797,7.9,1999,Adventure,1990 - 2000
tt0119116,The Fifth Element,435775,7.7,1997,Adventure,1990 - 2000
tt0104691,The Last of the Mohicans,151663,7.7,1992,Adventure,1990 - 2000
tt0133093,The Matrix,1685797,8.7,1999,Action,1990 - 2000
tt0103064,Terminator 2: Judgment Day,999629,8.5,1991,Action,1990 - 2000
tt0110413,Léon: The Professional,1041316,8.5,1994,Action,1990 - 2000
tt0119698,Princess Mononoke,345844,8.4,1997,Action,1990 - 2000
tt0120735,"Lock, Stock and Two Smoking Barrels",537479,8.2,1998,Action,1990 - 2000
tt0107290,Jurassic Park,872054,8.1,1993,Action,1990 - 2000
tt0129167,The Iron Giant,172819,8.0,1999,Action,1990 - 2000
tt0113568,Ghost in the Shell,130027,8.0,1995,Action,1990 - 2000
tt0106977,The Fugitive,268733,7.8,1993,Action,1990 - 2000
tt0144117,The Boondock Saints,227657,7.8,1999,Action,1990 - 2000
tt0095327,Grave of the Fireflies,237312,8.5,1988,War,1980 - 1990
tt0093058,Full Metal Jacket,678385,8.3,1987,War,1980 - 1990
tt0089881,Ran,113259,8.2,1985,War,1980 - 1990
tt0091763,Platoon,382877,8.1,1986,War,1980 - 1990
tt0082096,Das Boot,232984,8.3,1981,Thriller,1980 - 1990
tt0095016,Die Hard,796227,8.2,1988,Thriller,1980 - 1990
tt0083658,Blade Runner,696827,8.1,1982,Thriller,1980 - 1990
tt0094226,The Untouchables,283457,7.9,1987,Thriller,1980 - 1990
tt0090756,Blue Velvet,182254,7.7,1986,Thriller,1980 - 1990
tt0093409,Lethal Weapon,237769,7.6,1987,Thriller,1980 - 1990
tt0084516,Poltergeist,145008,7.3,1982,Thriller,1980 - 1990
tt0097733,Lethal Weapon 2,162712,7.2,1989,Thriller,1980 - 1990
tt0093177,Hellraiser,104754,7.0,1987,Thriller,1980 - 1990
tt0088944,Commando,147047,6.7,1985,Thriller,1980 - 1990
tt0081398,Raging Bull,323462,8.2,1980,Sport,1980 - 1990
tt0080487,Caddyshack,105588,7.3,1980,Sport,1980 - 1990
tt0089927,Rocky IV,188289,6.9,1985,Sport,1980 - 1990
tt0084602,Rocky III,175345,6.8,1982,Sport,1980 - 1990
tt0088763,Back to the Future,1064251,8.5,1985,Sci-Fi,1980 - 1990
tt0090605,Aliens,655347,8.3,1986,Sci-Fi,1980 - 1990
tt0083658,Blade Runner,696827,8.1,1982,Sci-Fi,1980 - 1990
tt0084787,The Thing,373155,8.1,1982,Sci-Fi,1980 - 1990
tt0088247,The Terminator,801811,8.0,1984,Sci-Fi,1980 - 1990
tt0094625,Akira,165904,8.0,1988,Sci-Fi,1980 - 1990
tt0088846,Brazil,188191,7.9,1985,Sci-Fi,1980 - 1990
tt0096874,Back To The Future II,483865,7.8,1989,Sci-Fi,1980 - 1990
tt0083866,E.T. the Extra-Terrestrial,373998,7.8,1982,Sci-Fi,1980 - 1990
tt0093773,Predator,372937,7.8,1987,Sci-Fi,1980 - 1990
tt0095765,Cinema Paradiso,232326,8.5,1988,Romance,1980 - 1990
tt0098635,When Harry Met Sally...,196881,7.6,1989,Romance,1980 - 1990
tt0088128,Sixteen Candles,106080,7.1,1984,Romance,1980 - 1990
tt0092890,Dirty Dancing,205072,7.0,1987,Romance,1980 - 1990
tt0094898,Coming to America,174463,7.0,1988,Romance,1980 - 1990
tt0084787,The Thing,373155,8.1,1982,Mystery,1980 - 1990
tt0090756,Blue Velvet,182254,7.7,1986,Mystery,1980 - 1990
tt0091605,The Name of the Rose,102430,7.7,1986,Mystery,1980 - 1990
tt0096754,The Abyss,163210,7.5,1989,Mystery,1980 - 1990
tt0080761,Friday the 13th,120553,6.5,1980,Mystery,1980 - 1990
tt0085959,Monty Python's Meaning Of Life,114331,7.5,1983,Musical,1980 - 1990
tt0088258,This Is Spinal Tap,129293,7.9,1984,Music,1980 - 1990
tt0092890,Dirty Dancing,205072,7.0,1987,Music,1980 - 1990
tt0096928,Bill and Ted's Excellent Adventure,119320,7.0,1989,Music,1980 - 1990
tt0081505,The Shining,903691,8.4,1980,Horror,1980 - 1990
tt0084787,The Thing,373155,8.1,1982,Horror,1980 - 1990
tt0091064,The Fly,160517,7.6,1986,Horror,1980 - 1990
tt0087800,A Nightmare on Elm Street,208007,7.5,1984,Horror,1980 - 1990
tt0083907,Evil Dead,188008,7.5,1981,Horror,1980 - 1990
tt0087363,Gremlins,200685,7.3,1984,Horror,1980 - 1990
tt0084516,Poltergeist,145008,7.3,1982,Horror,1980 - 1990
tt0093437,The Lost Boys,124631,7.3,1987,Horror,1980 - 1990
tt0096256,They Live,110932,7.3,1988,Horror,1980 - 1990
tt0093177,Hellraiser,104754,7.0,1987,Horror,1980 - 1990
tt0086879,Amadeus,370696,8.3,1984,History,1980 - 1990
tt0083987,Gandhi,218260,8.0,1982,History,1980 - 1990
tt0097441,Glory,123719,7.8,1989,History,1980 - 1990
tt0092965,Empire of the Sun,116227,7.7,1987,History,1980 - 1990
tt0080684,Star Wars: Episode V - The Empire Strikes Back,1164843,8.7,1980,Fantasy,1980 - 1990
tt0086190,Star Wars: Episode VI - Return of the Jedi,954850,8.3,1983,Fantasy,1980 - 1990
tt0096283,My Neighbor Totoro,293834,8.2,1988,Fantasy,1980 - 1990
tt0087544,Nausicaä of the Valley of the Wind,152087,8.1,1984,Fantasy,1980 - 1990
tt0093779,The Princess Bride,395421,8.0,1987,Fantasy,1980 - 1990
tt0087332,Ghostbusters,356759,7.8,1984,Fantasy,1980 - 1990
tt0092991,Evil Dead II,148843,7.8,1987,Fantasy,1980 - 1990
tt0097757,The Little Mermaid,238800,7.6,1989,Fantasy,1980 - 1990
tt0094721,Beetlejuice,264916,7.5,1988,Fantasy,1980 - 1990
tt0097351,Field of Dreams,108469,7.5,1989,Fantasy,1980 - 1990
tt0096283,My Neighbor Totoro,293834,8.2,1988,Family,1980 - 1990
tt0093779,The Princess Bride,395421,8.0,1987,Family,1980 - 1990
tt0085334,A Christmas Story,133253,7.9,1983,Family,1980 - 1990
tt0083866,E.T. the Extra-Terrestrial,373998,7.8,1982,Family,1980 - 1990
tt0089218,The Goonies,245792,7.8,1985,Family,1980 - 1990
tt0097757,The Little Mermaid,238800,7.6,1989,Family,1980 - 1990
tt0097351,Field of Dreams,108469,7.5,1989,Family,1980 - 1990
tt0088323,The NeverEnding Story,133049,7.4,1984,Family,1980 - 1990
tt0091369,Labyrinth,124608,7.4,1986,Family,1980 - 1990
tt0087538,The Karate Kid,199393,7.3,1984,Family,1980 - 1990
tt0095327,Grave of the Fireflies,237312,8.5,1988,Drama,1980 - 1990
tt0095765,Cinema Paradiso,232326,8.5,1988,Drama,1980 - 1990
tt0081505,The Shining,903691,8.4,1980,Drama,1980 - 1990
tt0087843,Once Upon a Time in America,313368,8.4,1984,Drama,1980 - 1990
tt0086250,Scarface,745587,8.3,1983,Drama,1980 - 1990
tt0093058,Full Metal Jacket,678385,8.3,1987,Drama,1980 - 1990
tt0086879,Amadeus,370696,8.3,1984,Drama,1980 - 1990
tt0082096,Das Boot,232984,8.3,1981,Drama,1980 - 1990
tt0081398,Raging Bull,323462,8.2,1980,Drama,1980 - 1990
tt0089881,Ran,113259,8.2,1985,Drama,1980 - 1990
tt0087843,Once Upon a Time in America,313368,8.4,1984,Crime,1980 - 1990
tt0086250,Scarface,745587,8.3,1983,Crime,1980 - 1990
tt0094226,The Untouchables,283457,7.9,1987,Crime,1980 - 1990
tt0091605,The Name of the Rose,102430,7.7,1986,Crime,1980 - 1990
tt0093409,Lethal Weapon,237769,7.6,1987,Crime,1980 - 1990
tt0093870,Robocop,234094,7.6,1987,Crime,1980 - 1990
tt0095705,The Naked Gun: From the Files of Police Squad!,153727,7.6,1988,Crime,1980 - 1990
tt0095159,A Fish Called Wanda,132093,7.5,1988,Crime,1980 - 1990
tt0094291,Wall Street,144395,7.4,1987,Crime,1980 - 1990
tt0086960,Beverly Hills Cop,164743,7.3,1984,Crime,1980 - 1990
tt0088763,Back to the Future,1064251,8.5,1985,Comedy,1980 - 1990
tt0097165,Dead Poets Society,428819,8.1,1989,Comedy,1980 - 1990
tt0080455,The Blues Brothers,183980,7.9,1980,Comedy,1980 - 1990
tt0085334,A Christmas Story,133253,7.9,1983,Comedy,1980 - 1990
tt0088258,This Is Spinal Tap,129293,7.9,1984,Comedy,1980 - 1990
tt0096874,Back To The Future II,483865,7.8,1989,Comedy,1980 - 1990
tt0088847,The Breakfast Club,358589,7.8,1985,Comedy,1980 - 1990
tt0087332,Ghostbusters,356759,7.8,1984,Comedy,1980 - 1990
tt0091042,Ferris Bueller's Day Off,322597,7.8,1986,Comedy,1980 - 1990
tt0089218,The Goonies,245792,7.8,1985,Comedy,1980 - 1990
tt0086879,Amadeus,370696,8.3,1984,Biography,1980 - 1990
tt0081398,Raging Bull,323462,8.2,1980,Biography,1980 - 1990
tt0080678,The Elephant Man,221275,8.1,1980,Biography,1980 - 1990
tt0083987,Gandhi,218260,8.0,1982,Biography,1980 - 1990
tt0097441,Glory,123719,7.8,1989,Biography,1980 - 1990
tt0093105,"Good Morning, Vietnam",126576,7.3,1987,Biography,1980 - 1990
tt0095327,Grave of the Fireflies,237312,8.5,1988,Animation,1980 - 1990
tt0096283,My Neighbor Totoro,293834,8.2,1988,Animation,1980 - 1990
tt0087544,Nausicaä of the Valley of the Wind,152087,8.1,1984,Animation,1980 - 1990
tt0094625,Akira,165904,8.0,1988,Animation,1980 - 1990
tt0092067,Castle in the Sky,151079,8.0,1986,Animation,1980 - 1990
tt0097814,Kiki's Delivery Service,125403,7.8,1989,Animation,1980 - 1990
tt0096438,Who Framed Roger Rabbit,182641,7.7,1988,Animation,1980 - 1990
tt0097757,The Little Mermaid,238800,7.6,1989,Animation,1980 - 1990
tt0080684,Star Wars: Episode V - The Empire Strikes Back,1164843,8.7,1980,Adventure,1980 - 1990
tt0088763,Back to the Future,1064251,8.5,1985,Adventure,1980 - 1990
tt0082971,Indiana Jones and the Raiders of the Lost Ark,887673,8.4,1981,Adventure,1980 - 1990
tt0086190,Star Wars: Episode VI - Return of the Jedi,954850,8.3,1983,Adventure,1980 - 1990
tt0090605,Aliens,655347,8.3,1986,Adventure,1980 - 1990
tt0082096,Das Boot,232984,8.3,1981,Adventure,1980 - 1990
tt0097576,Indiana Jones and The Last Crusade,694980,8.2,1989,Adventure,1980 - 1990
tt0092005,Stand by Me,364999,8.1,1986,Adventure,1980 - 1990
tt0087544,Nausicaä of the Valley of the Wind,152087,8.1,1984,Adventure,1980 - 1990
tt0093779,The Princess Bride,395421,8.0,1987,Adventure,1980 - 1990
tt0080684,Star Wars: Episode V - The Empire Strikes Back,1164843,8.7,1980,Action,1980 - 1990
tt0082971,Indiana Jones and the Raiders of the Lost Ark,887673,8.4,1981,Action,1980 - 1990
tt0086190,Star Wars: Episode VI - Return of the Jedi,954850,8.3,1983,Action,1980 - 1990
tt0090605,Aliens,655347,8.3,1986,Action,1980 - 1990
tt0095016,Die Hard,796227,8.2,1988,Action,1980 - 1990
tt0097576,Indiana Jones and The Last Crusade,694980,8.2,1989,Action,1980 - 1990
tt0089881,Ran,113259,8.2,1985,Action,1980 - 1990
tt0083658,Blade Runner,696827,8.1,1982,Action,1980 - 1990
tt0088247,The Terminator,801811,8.0,1984,Action,1980 - 1990
tt0094625,Akira,165904,8.0,1988,Action,1980 - 1990
tt0071230,Blazing Saddles,126584,7.7,1974,Western,1970 - 1980
tt0078788,Apocalypse Now,609513,8.4,1979,War,1970 - 1980
tt0077416,The Deer Hunter,313042,8.1,1978,War,1970 - 1980
tt0071315,Chinatown,295977,8.1,1974,Thriller,1970 - 1980
tt0073195,Jaws,545077,8.0,1975,Thriller,1970 - 1980
tt0077651,Halloween,234005,7.7,1978,Thriller,1970 - 1980
tt0066999,Dirty Harry,143909,7.7,1971,Thriller,1970 - 1980
tt0070379,Mean Streets,100754,7.2,1973,Thriller,1970 - 1980
tt0075148,Rocky,521115,8.1,1976,Sport,1970 - 1980
tt0079817,Rocky II,192906,7.3,1979,Sport,1970 - 1980
tt0078748,Alien,791824,8.4,1979,Sci-Fi,1970 - 1980
tt0066921,A Clockwork Orange,761303,8.3,1971,Sci-Fi,1970 - 1980
tt0079944,Stalker,117928,8.2,1979,Sci-Fi,1970 - 1980
tt0075860,Close Encounters of the Third Kind,185784,7.6,1977,Sci-Fi,1970 - 1980
tt0079501,Mad Max,192378,6.9,1979,Sci-Fi,1970 - 1980
tt0075686,Annie Hall,252561,8.0,1977,Romance,1970 - 1980
tt0079522,Manhattan,131837,7.9,1979,Romance,1970 - 1980
tt0077631,Grease,243404,7.2,1978,Romance,1970 - 1980
tt0078788,Apocalypse Now,609513,8.4,1979,Mystery,1970 - 1980
tt0071315,Chinatown,295977,8.1,1974,Mystery,1970 - 1980
tt0067992,Willy Wonka & the Chocolate Factory,179510,7.8,1971,Musical,1970 - 1980
tt0073629,The Rocky Horror Picture Show,133590,7.4,1975,Musical,1970 - 1980
tt0077631,Grease,243404,7.2,1978,Musical,1970 - 1980
tt0078748,Alien,791824,8.4,1979,Horror,1970 - 1980
tt0070047,The Exorcist,363393,8.0,1973,Horror,1970 - 1980
tt0077402,Dawn of the Dead,111790,7.9,1978,Horror,1970 - 1980
tt0077651,Halloween,234005,7.7,1978,Horror,1970 - 1980
tt0072271,The Texas Chainsaw Massacre,138198,7.5,1974,Horror,1970 - 1980
tt0075005,The Omen,107771,7.5,1976,Horror,1970 - 1980
tt0074285,Carrie,168975,7.4,1976,Horror,1970 - 1980
tt0074486,Eraserhead,103746,7.4,1977,Horror,1970 - 1980
tt0072684,Barry Lyndon,150894,8.1,1975,History,1970 - 1980
tt0074119,All the President's Men,103816,7.9,1976,History,1970 - 1980
tt0076759,Star Wars: Episode IV - A New Hope,1236994,8.6,1977,Fantasy,1970 - 1980
tt0071853,Monty Python and the Holy Grail,502689,8.2,1975,Fantasy,1970 - 1980
tt0067992,Willy Wonka & the Chocolate Factory,179510,7.8,1971,Fantasy,1970 - 1980
tt0074486,Eraserhead,103746,7.4,1977,Fantasy,1970 - 1980
